Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,30,353.0,76.77,0.785,1.532,0.949,0.654,28.025,17.374,21.2
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,31,333.0,81.598,0.881,1.226,0.938,0.548,31.527,14.897,20.591
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,32,32.0,27.278,0.984,-0.333,0.727,0.356,16.013,2.839,6.383
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,33,420.0,87.255,0.778,0.78,0.946,0.536,30.951,19.449,23.125
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,34,345.0,77.012,0.715,-0.529,0.94,0.581,26.432,18.482,20.959
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,35,357.0,78.184,0.643,-0.024,0.939,0.607,25.898,19.834,21.32
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,36,310.0,84.154,0.913,1.023,0.937,0.404,33.395,13.626,19.867
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,37,501.0,95.497,0.798,1.071,0.962,0.573,34.555,20.808,25.257
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,38,25.0,20.243,0.991,0.614,0.714,0.214,15.915,2.121,5.642
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,39,184.0,59.284,0.885,1.436,0.929,0.59,23.648,10.992,15.306
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,40,75.0,39.42,0.939,-1.104,0.893,0.441,17.393,5.967,9.772
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,41,92.0,47.935,0.966,1.474,0.836,0.548,23.006,5.965,10.823
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,42,203.0,60.87,0.86,1.502,0.962,0.651,23.856,12.185,16.077
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,43,82.0,40.385,0.927,-1.17,0.901,0.482,17.335,6.505,10.218
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,44,137.0,55.249,0.94,1.328,0.901,0.527,23.658,8.083,13.207
2024-03-26_14-13-25-793_MV540-H@xWyHvMbxwzDCYCHtB+sRAABp.bmp,bottom_right,void,45,11.0,10.414,0.99,1.068,0.688,0.275,9.757,1.366,3.742
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,part,0,38972.0,4018.093,0.132,-1.28,0.77,0.712,276.873,274.461,222.757
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,1,92.0,36.349,0.791,-1.537,0.911,0.681,14.231,8.702,10.823
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,2,96.0,44.935,0.944,-1.407,0.873,0.6,20.224,6.667,11.056
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,3,221.0,75.941,0.952,-1.348,0.895,0.478,32.029,9.834,16.775
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,4,189.0,62.006,0.889,-1.531,0.896,0.582,24.458,11.198,15.513
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,5,141.0,52.698,0.895,0.905,0.892,0.464,21.064,9.385,13.399
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,6,180.0,71.113,0.957,-1.356,0.87,0.469,30.202,8.719,15.139
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,7,334.0,73.012,0.27,0.663,0.96,0.631,22.104,21.283,20.622
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,8,356.0,76.184,0.504,1.033,0.944,0.619,24.072,20.787,21.29
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,9,286.0,78.083,0.914,-0.879,0.929,0.441,31.625,12.826,19.083
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,10,327.0,77.355,0.731,0.205,0.929,0.577,26.368,17.994,20.405
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,11,442.0,85.841,0.644,0.902,0.951,0.607,28.489,21.784,23.723
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,12,346.0,88.77,0.904,-1.367,0.908,0.534,34.154,14.634,20.989
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,13,332.0,98.426,0.95,0.145,0.888,0.472,39.767,12.424,20.56
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,14,143.0,59.906,0.958,-0.989,0.888,0.372,26.766,7.632,13.493
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,15,200.0,79.87,0.973,0.139,0.889,0.541,34.945,8.077,15.958
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,16,578.0,102.326,0.764,-1.34,0.951,0.585,35.717,23.051,27.128
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,17,591.0,111.154,0.887,-1.208,0.94,0.529,42.639,19.724,27.431
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,18,247.0,71.941,0.895,0.528,0.922,0.528,28.146,12.566,17.734
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,19,344.0,75.598,0.766,0.856,0.948,0.597,27.21,17.507,20.928
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,20,591.0,112.912,0.89,-1.222,0.937,0.529,43.179,19.71,27.431
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,21,372.0,83.113,0.792,0.464,0.961,0.604,29.608,18.069,21.763
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,22,417.0,82.184,0.458,0.255,0.948,0.644,25.677,22.831,23.042
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,23,143.0,54.971,0.932,-0.119,0.905,0.691,23.107,8.397,13.493
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,24,321.0,80.426,0.857,1.13,0.922,0.51,29.693,15.296,20.217
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,25,360.0,79.355,0.783,1.438,0.933,0.621,28.414,17.678,21.409
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,26,75.0,35.728,0.818,-0.01,0.872,0.595,13.645,7.848,9.772
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,27,444.0,86.426,0.506,0.598,0.949,0.609,27.251,23.503,23.776
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,28,347.0,79.941,0.782,0.517,0.956,0.584,28.108,17.514,21.019
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,29,371.0,79.841,0.669,-0.454,0.951,0.576,26.719,19.867,21.734
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,30,289.0,80.326,0.911,0.909,0.909,0.399,31.979,13.208,19.182
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,31,103.0,46.213,0.931,-0.31,0.896,0.515,19.751,7.185,11.452
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,32,431.0,87.598,0.683,0.255,0.933,0.625,29.189,21.328,23.426
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,33,472.0,94.083,0.782,0.846,0.933,0.544,33.136,20.673,24.515
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,34,210.0,63.113,0.872,1.304,0.933,0.577,24.729,12.097,16.352
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,35,131.0,48.87,0.866,-1.286,0.903,0.52,19.291,9.662,12.915
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,36,101.0,46.142,0.942,1.472,0.918,0.656,20.547,6.867,11.34
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,37,246.0,66.734,0.826,1.255,0.918,0.569,25.073,14.116,17.698
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,38,168.0,59.941,0.924,1.21,0.933,0.497,24.808,9.464,14.625
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,39,138.0,50.87,0.848,-1.328,0.914,0.548,19.122,10.126,13.255
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,40,16.0,10.243,0.941,0.915,0.941,0.533,7.72,2.614,4.514
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,41,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_left,void,42,38.0,30.071,0.984,1.314,0.826,0.475,16.653,2.947,6.956
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,part,0,39386.0,4006.478,0.162,-1.304,0.776,0.704,277.215,273.549,223.937
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,1,141.0,48.627,0.723,1.157,0.934,0.603,17.172,11.867,13.399
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,2,324.0,83.805,0.884,-1.418,0.908,0.529,32.036,14.964,20.311
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,3,122.0,50.385,0.922,-1.328,0.897,0.53,21.305,8.255,12.463
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,4,236.0,67.627,0.838,-1.455,0.933,0.605,24.933,13.587,17.334
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,5,180.0,56.906,0.828,0.811,0.928,0.557,21.314,11.949,15.139
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,6,42.0,30.799,0.983,0.779,0.824,0.269,17.456,3.202,7.313
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,7,242.0,75.32,0.933,-1.423,0.906,0.548,31.305,11.263,17.553
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,8,347.0,74.77,0.454,0.052,0.956,0.631,23.474,20.913,21.019
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,9,368.0,78.426,0.533,0.748,0.939,0.589,24.892,21.066,21.646
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,10,330.0,83.497,0.878,-0.906,0.919,0.455,31.505,15.078,20.498
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,11,17.0,13.45,0.952,0.517,0.85,0.486,8.374,2.572,4.652
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,12,335.0,79.113,0.774,0.059,0.928,0.608,27.65,17.521,20.653
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,13,435.0,84.669,0.62,0.798,0.958,0.597,27.925,21.92,23.534
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,14,358.0,87.598,0.89,-1.391,0.916,0.552,33.714,15.355,21.35
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,15,182.0,67.598,0.937,-1.032,0.901,0.397,27.49,9.615,15.223
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,16,324.0,97.598,0.952,0.123,0.888,0.491,39.483,12.119,20.311
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,17,198.0,79.663,0.973,0.106,0.85,0.474,35.0,8.116,15.878
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,18,584.0,100.669,0.73,-1.398,0.953,0.624,34.828,23.791,27.269
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,19,557.0,109.74,0.896,-1.179,0.941,0.51,42.327,18.801,26.631
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,20,216.0,70.148,0.924,0.505,0.919,0.471,28.544,10.913,16.584
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,21,351.0,85.598,0.847,0.491,0.921,0.532,30.931,16.419,21.14
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,22,328.0,74.77,0.794,0.815,0.934,0.594,27.339,16.616,20.436
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,23,131.0,52.556,0.948,-0.216,0.923,0.633,23.569,7.485,12.915
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,24,571.0,110.083,0.889,-1.21,0.931,0.544,42.341,19.365,26.963
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,25,394.0,81.598,0.415,-0.278,0.936,0.606,24.825,22.587,22.398
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,26,294.0,77.977,0.885,1.103,0.919,0.507,30.015,13.983,19.348
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,27,52.0,27.899,0.823,-0.251,0.881,0.675,11.216,6.374,8.137
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,28,333.0,75.355,0.796,1.466,0.943,0.638,27.565,16.698,20.591
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,29,306.0,76.32,0.835,0.542,0.939,0.56,27.976,15.4,19.739
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,30,407.0,84.426,0.301,0.551,0.938,0.58,24.896,23.742,22.764
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,31,85.0,42.006,0.935,-0.37,0.885,0.472,18.225,6.465,10.403
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,32,254.0,75.705,0.915,0.905,0.91,0.392,30.131,12.175,17.983
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,33,412.0,88.462,0.822,0.892,0.938,0.528,32.297,18.409,22.904
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,34,337.0,74.184,0.635,-0.524,0.949,0.613,24.847,19.19,20.714
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,35,386.0,82.426,0.563,0.176,0.93,0.574,26.01,21.499,22.169
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,36,174.0,59.698,0.901,1.356,0.926,0.558,23.977,10.422,14.884
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,37,80.0,42.971,0.953,1.388,0.879,0.571,19.248,5.825,10.093
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,38,97.0,44.213,0.917,-1.277,0.89,0.511,18.343,7.318,11.113
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,39,191.0,61.698,0.883,1.354,0.914,0.565,24.331,11.414,15.595
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,40,128.0,54.213,0.951,1.257,0.877,0.465,24.159,7.485,12.766
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,41,98.0,43.142,0.909,-1.342,0.875,0.573,18.238,7.603,11.17
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,bottom_left,void,42,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,part,0,39366.0,3961.063,0.155,1.5,0.785,0.747,274.753,271.435,223.88
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,1,80.0,37.971,0.858,1.51,0.889,0.625,14.812,7.607,10.093
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,2,69.0,35.728,0.921,-1.386,0.896,0.616,15.613,6.075,9.373
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,3,231.0,75.734,0.945,-1.385,0.909,0.508,31.732,10.355,17.15
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,4,155.0,55.006,0.879,1.561,0.891,0.613,21.595,10.309,14.048
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,5,91.0,42.87,0.937,0.898,0.91,0.433,19.073,6.668,10.764
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,6,184.0,69.042,0.96,-1.379,0.872,0.507,30.627,8.539,15.306
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,7,300.0,70.184,0.516,0.821,0.949,0.593,22.368,19.158,19.544
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,8,329.0,74.426,0.621,0.967,0.94,0.572,24.235,18.991,20.467
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,9,238.0,67.698,0.832,0.322,0.93,0.56,24.843,13.772,17.408
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,10,341.0,87.119,0.904,-0.933,0.922,0.423,33.784,14.456,20.837
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,11,375.0,80.083,0.72,0.789,0.947,0.555,27.575,19.124,21.851
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,12,334.0,86.77,0.905,-1.354,0.915,0.53,33.752,14.393,20.622
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,13,174.0,68.184,0.955,-1.01,0.916,0.379,29.023,8.632,14.884
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,14,30.0,24.314,0.984,-0.471,0.769,0.288,15.029,2.665,6.18
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,15,176.0,72.491,0.97,0.19,0.863,0.471,32.147,7.869,14.97
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,16,113.0,60.178,0.982,0.184,0.843,0.471,28.917,5.441,11.995
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,17,575.0,101.497,0.773,-1.341,0.95,0.598,35.921,22.772,27.058
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,18,532.0,104.912,0.87,-1.166,0.935,0.525,39.2,19.337,26.026
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,19,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,20,284.0,73.32,0.864,0.659,0.953,0.541,28.546,14.374,19.016
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,21,533.0,105.497,0.878,-1.175,0.932,0.526,39.887,19.113,26.051
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,22,357.0,77.355,0.762,0.939,0.947,0.621,27.682,17.935,21.32
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,23,441.0,88.77,0.754,0.66,0.955,0.606,31.188,20.486,23.696
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,24,334.0,73.698,0.623,0.084,0.944,0.668,24.44,19.123,20.622
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,25,11.0,10.0,0.972,-0.104,0.917,0.786,7.544,1.767,3.742
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,26,330.0,81.012,0.853,1.168,0.927,0.55,29.938,15.612,20.498
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,27,332.0,75.113,0.779,1.464,0.946,0.659,27.122,16.999,20.56
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,28,5.0,5.207,0.816,-1.249,1.0,0.833,3.098,1.789,2.523
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,29,358.0,81.598,0.636,0.124,0.925,0.603,25.941,20.011,21.35
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,30,411.0,85.841,0.695,0.682,0.936,0.585,28.583,20.539,22.876
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,31,333.0,76.669,0.74,-0.418,0.941,0.541,26.515,17.845,20.591
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,32,305.0,82.326,0.9,0.952,0.916,0.407,32.227,14.054,19.706
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,33,358.0,80.77,0.731,0.048,0.927,0.588,27.472,18.758,21.35
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,34,49.0,33.349,0.965,-0.322,0.86,0.5,15.723,4.149,7.899
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,35,511.0,96.426,0.732,0.945,0.941,0.591,33.009,22.496,25.507
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,36,42.0,29.763,0.976,0.566,0.84,0.323,16.004,3.465,7.313
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,37,199.0,59.941,0.855,1.352,0.934,0.569,23.408,12.123,15.918
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,38,108.0,45.042,0.861,-1.187,0.893,0.5,17.373,8.842,11.726
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,39,10.0,9.243,0.956,0.752,0.833,0.4,6.703,1.968,3.568
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,40,103.0,49.763,0.953,1.498,0.858,0.536,22.622,6.867,11.452
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,41,242.0,65.941,0.788,1.349,0.942,0.582,23.859,14.687,17.553
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,42,184.0,61.941,0.909,1.225,0.925,0.505,24.837,10.378,15.306
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,43,114.0,43.627,0.855,-1.172,0.934,0.576,17.368,8.998,12.048
2024-03-26_14-12-52-668_MV540-H@xWyHvMbxwzDCYCHtB+sRAABm.bmp,top_right,void,44,39.0,25.763,0.909,0.826,0.848,0.433,11.32,4.72,7.047
