Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,6,284.0,86.184,0.937,-1.4,0.904,0.498,34.702,12.165,19.016
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,7,369.0,77.598,0.544,0.382,0.944,0.617,24.931,20.912,21.675
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,8,403.0,82.083,0.6,0.822,0.948,0.574,26.673,21.341,22.652
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,9,304.0,77.113,0.806,0.185,0.924,0.571,27.226,16.111,19.674
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,10,420.0,94.533,0.865,-0.926,0.929,0.455,34.722,17.398,23.125
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,11,442.0,85.255,0.639,0.784,0.957,0.606,28.356,21.812,23.723
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,12,95.0,47.87,0.966,-0.491,0.888,0.377,22.456,5.79,10.998
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,13,166.0,72.835,0.98,0.198,0.869,0.474,33.941,6.786,14.538
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,14,248.0,87.32,0.966,0.192,0.895,0.477,37.275,9.695,17.77
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,15,401.0,94.184,0.894,-1.377,0.926,0.555,36.11,16.159,22.596
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,16,246.0,78.805,0.936,-1.032,0.908,0.41,31.914,11.261,17.698
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,17,649.0,109.154,0.746,-1.358,0.943,0.579,37.313,24.869,28.746
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,18,589.0,112.569,0.886,-1.097,0.932,0.495,42.855,19.859,27.385
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,19,24.0,19.657,0.952,-0.154,0.828,0.6,10.04,3.065,5.528
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,20,301.0,82.669,0.91,0.659,0.929,0.467,32.39,13.44,19.577
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,21,592.0,111.912,0.884,-1.124,0.926,0.516,42.592,19.908,27.455
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,22,464.0,95.012,0.821,0.658,0.937,0.554,34.403,19.666,24.306
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,23,358.0,76.184,0.575,-0.111,0.95,0.626,24.78,20.27,21.35
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,24,389.0,82.184,0.801,0.946,0.951,0.6,30.123,18.018,22.255
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,25,16.0,14.0,0.983,-0.083,0.889,0.8,10.033,1.827,4.514
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,26,13.0,13.828,0.97,-0.198,0.765,0.542,8.539,2.083,4.068
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,27,368.0,81.255,0.512,-0.124,0.925,0.548,25.001,21.48,21.646
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,28,344.0,83.598,0.87,1.202,0.925,0.538,31.577,15.572,20.928
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,29,357.0,78.527,0.775,1.535,0.944,0.648,28.124,17.759,21.32
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,30,403.0,85.012,0.779,0.707,0.953,0.574,30.199,18.944,22.652
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,31,22.0,17.036,0.976,-0.327,0.815,0.5,11.304,2.439,5.293
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,32,340.0,76.426,0.718,-0.55,0.947,0.572,26.332,18.332,20.806
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,33,361.0,82.083,0.625,-0.041,0.923,0.566,25.882,20.199,21.439
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,34,309.0,84.983,0.914,0.991,0.922,0.386,33.571,13.642,19.835
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,35,486.0,96.669,0.799,1.034,0.94,0.55,34.153,20.541,24.876
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,36,25.0,18.071,0.985,0.611,0.806,0.284,13.816,2.396,5.642
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,37,194.0,60.284,0.884,1.412,0.937,0.622,24.341,11.401,15.717
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,38,78.0,40.42,0.94,-1.136,0.886,0.459,17.787,6.09,9.966
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,39,95.0,47.349,0.958,1.47,0.872,0.59,21.766,6.271,10.998
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,40,193.0,61.698,0.862,1.491,0.955,0.596,23.709,12.005,15.676
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,41,140.0,55.87,0.937,1.305,0.903,0.509,23.597,8.26,13.351
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,42,79.0,39.178,0.918,-1.146,0.878,0.494,16.66,6.597,10.029
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,43,12.0,11.828,0.993,1.015,0.706,0.222,11.42,1.346,3.909
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,44,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,45,3.0,1.0,1.0,1.571,1.0,1.0,3.266,0.0,1.954
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,46,2.0,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,47,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-19-54-164_MV540-H@xWyHvMbxwzDCYCHtB+sRAABu.bmp,bottom_right,void,48,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,part,0,38411.0,4170.963,0.098,-0.823,0.754,0.729,279.109,277.777,221.148
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,1,80.0,35.799,0.775,-1.408,0.899,0.571,13.296,8.396,10.093
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,2,91.0,43.556,0.94,-1.365,0.883,0.569,19.346,6.598,10.764
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,3,217.0,75.355,0.953,-1.314,0.897,0.47,31.842,9.629,16.622
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,4,200.0,63.006,0.891,-1.492,0.909,0.617,25.012,11.349,15.958
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,5,157.0,54.906,0.885,0.947,0.908,0.491,21.883,10.172,14.139
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,6,184.0,71.113,0.957,-1.326,0.893,0.479,30.162,8.734,15.306
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,7,357.0,76.184,0.167,1.151,0.942,0.62,22.65,22.332,21.32
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,8,376.0,78.184,0.525,1.132,0.947,0.629,24.87,21.165,21.88
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,9,356.0,80.527,0.729,0.247,0.934,0.605,27.389,18.734,21.29
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,10,304.0,83.912,0.915,-0.848,0.918,0.403,32.91,13.265,19.674
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,11,473.0,88.083,0.662,0.978,0.956,0.604,29.66,22.235,24.541
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,12,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,13,364.0,101.805,0.951,0.184,0.892,0.456,41.668,12.912,21.528
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,14,264.0,90.906,0.97,0.168,0.889,0.472,39.472,9.625,18.334
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,15,364.0,91.184,0.908,-1.321,0.917,0.518,35.526,14.852,21.528
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,16,165.0,64.977,0.959,-0.951,0.912,0.367,28.626,8.127,14.494
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,17,623.0,106.912,0.772,-1.312,0.944,0.592,37.379,23.774,28.164
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,18,625.0,115.154,0.887,-1.174,0.937,0.519,44.087,20.371,28.209
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,19,270.0,73.941,0.9,0.566,0.931,0.519,29.8,12.995,18.541
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,20,183.0,61.178,0.916,-0.072,0.91,0.64,25.195,10.133,15.264
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,21,624.0,116.326,0.892,-1.199,0.943,0.525,44.569,20.166,28.187
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,22,443.0,85.012,0.407,0.345,0.945,0.631,26.158,23.893,23.75
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,23,386.0,81.255,0.756,0.909,0.948,0.594,28.642,18.755,22.169
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,24,402.0,85.941,0.795,0.529,0.957,0.603,31.005,18.794,22.624
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,25,393.0,82.184,0.787,1.443,0.942,0.634,29.829,18.393,22.369
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,26,357.0,84.426,0.866,1.171,0.935,0.531,31.822,15.915,21.32
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,27,95.0,40.728,0.848,0.095,0.896,0.66,15.959,8.458,10.998
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,28,474.0,90.841,0.539,0.543,0.935,0.585,28.591,24.08,24.567
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,29,371.0,81.941,0.782,0.547,0.951,0.597,29.187,18.194,21.734
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,30,132.0,53.799,0.923,-0.243,0.886,0.522,21.936,8.452,12.964
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,31,412.0,82.426,0.656,-0.396,0.954,0.618,27.742,20.927,22.904
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,32,459.0,89.255,0.67,0.301,0.941,0.592,29.838,22.155,24.175
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,33,331.0,86.361,0.907,0.957,0.925,0.398,34.089,14.344,20.529
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,34,512.0,96.669,0.764,0.897,0.964,0.575,33.716,21.762,25.532
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,35,227.0,65.698,0.875,1.343,0.938,0.601,25.871,12.51,17.001
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,36,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,37,142.0,51.456,0.867,-1.275,0.922,0.563,20.071,9.988,13.446
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,38,114.0,48.385,0.934,1.508,0.942,0.62,21.208,7.597,12.048
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,39,260.0,68.491,0.824,1.34,0.942,0.619,25.59,14.483,18.195
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,40,183.0,63.527,0.932,1.243,0.915,0.451,26.795,9.681,15.264
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,41,146.0,51.042,0.844,-1.297,0.918,0.579,19.551,10.475,13.634
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,42,23.0,19.107,0.961,0.896,0.852,0.411,10.391,2.889,5.412
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,43,8.0,6.207,0.986,1.25,0.727,0.381,7.872,1.332,3.192
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_left,void,44,42.0,30.278,0.981,1.34,0.808,0.494,17.0,3.291,7.313
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,part,0,38283.0,4195.833,0.117,-0.717,0.751,0.73,279.825,277.908,220.779
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,1,145.0,50.627,0.719,1.275,0.918,0.587,17.48,12.156,13.587
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,2,133.0,53.835,0.927,-1.262,0.864,0.482,22.663,8.517,13.013
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,3,323.0,84.426,0.898,-1.348,0.928,0.528,32.768,14.394,20.279
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,4,253.0,70.077,0.846,-1.421,0.917,0.565,26.207,13.993,17.948
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,5,195.0,59.113,0.841,0.912,0.961,0.546,22.532,12.184,15.757
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,6,50.0,35.456,0.982,0.869,0.909,0.278,18.474,3.524,7.979
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,7,244.0,78.355,0.936,-1.363,0.9,0.465,31.778,11.173,17.626
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,8,382.0,79.598,0.415,0.167,0.943,0.612,24.368,22.169,22.054
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,9,406.0,81.255,0.536,0.867,0.953,0.601,25.991,21.94,22.736
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,10,40.0,27.799,0.979,0.601,0.851,0.286,15.852,3.265,7.136
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,11,373.0,83.941,0.759,0.109,0.937,0.592,28.879,18.801,21.793
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,12,358.0,86.326,0.881,-0.856,0.932,0.457,32.975,15.571,21.35
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,13,491.0,89.497,0.619,0.92,0.957,0.605,29.526,23.2,25.003
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,14,268.0,93.113,0.972,0.167,0.879,0.479,40.536,9.594,18.472
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,15,384.0,103.219,0.949,0.177,0.91,0.481,42.422,13.33,22.112
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,16,392.0,90.77,0.892,-1.333,0.925,0.573,35.244,15.946,22.341
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,17,2.0,0.0,1.0,-0.785,1.0,0.5,2.828,0.0,1.596
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,18,202.0,69.77,0.936,-0.981,0.898,0.394,28.828,10.132,16.037
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,19,645.0,107.74,0.737,-1.366,0.947,0.591,36.85,24.924,28.657
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,20,633.0,116.569,0.89,-1.123,0.927,0.508,44.581,20.355,28.389
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,21,260.0,76.77,0.918,0.588,0.922,0.464,30.713,12.195,18.195
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,22,174.0,59.763,0.934,-0.141,0.921,0.669,25.868,9.227,14.884
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,23,630.0,116.912,0.896,-1.172,0.94,0.53,45.206,20.091,28.322
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,24,394.0,89.841,0.844,0.552,0.938,0.553,32.543,17.449,22.398
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,25,435.0,83.598,0.365,-0.084,0.948,0.644,25.657,23.888,23.534
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,26,386.0,81.598,0.789,0.914,0.946,0.594,29.518,18.125,22.169
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,27,83.0,36.692,0.827,-0.101,0.892,0.659,14.277,8.016,10.28
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,28,343.0,84.426,0.882,1.176,0.927,0.51,32.162,15.156,20.898
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,29,388.0,81.113,0.779,1.483,0.944,0.681,29.3,18.388,22.226
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,30,447.0,86.426,0.367,0.827,0.968,0.613,26.308,24.471,23.857
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,31,115.0,49.627,0.926,-0.286,0.871,0.475,20.812,7.864,12.101
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,32,339.0,80.77,0.821,0.62,0.934,0.546,29.209,16.676,20.776
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,33,388.0,80.426,0.635,-0.536,0.946,0.599,26.753,20.677,22.226
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,34,423.0,84.426,0.583,0.256,0.946,0.608,27.494,22.337,23.207
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,35,303.0,82.569,0.923,0.977,0.938,0.395,33.833,13.052,19.642
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,36,456.0,91.876,0.819,0.959,0.948,0.548,33.785,19.379,24.096
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,37,197.0,62.456,0.895,1.414,0.912,0.608,25.318,11.313,15.838
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,38,113.0,48.835,0.908,-1.232,0.89,0.471,19.519,8.19,11.995
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,39,84.0,43.314,0.963,1.475,0.875,0.636,20.966,5.673,10.342
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,40,210.0,63.698,0.873,1.415,0.925,0.598,24.914,12.132,16.352
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,41,144.0,58.284,0.944,1.297,0.894,0.503,24.846,8.19,13.541
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,42,114.0,47.627,0.901,-1.26,0.891,0.518,19.174,8.332,12.048
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,bottom_left,void,43,3.0,1.0,1.0,1.571,1.0,1.0,3.266,0.0,1.954
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,part,0,38088.0,4252.017,0.042,-1.436,0.756,0.714,276.619,276.373,220.216
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,1,101.0,40.971,0.828,1.431,0.927,0.66,15.816,8.871,11.34
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,2,90.0,41.521,0.919,-1.416,0.891,0.625,17.99,7.096,10.705
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,3,264.0,81.527,0.942,-1.374,0.907,0.524,33.522,11.229,18.334
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,4,186.0,58.971,0.873,-1.57,0.93,0.646,23.301,11.376,15.389
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,5,116.0,48.87,0.92,0.874,0.866,0.426,20.364,7.976,12.153
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,6,219.0,78.491,0.956,-1.379,0.887,0.468,33.038,9.652,16.698
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,7,340.0,74.77,0.478,0.889,0.95,0.616,23.331,20.496,20.806
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,8,375.0,79.012,0.608,1.014,0.947,0.601,25.772,20.459,21.851
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,9,287.0,75.527,0.807,0.293,0.917,0.539,26.665,15.754,19.116
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,10,378.0,92.947,0.902,-0.938,0.926,0.424,35.666,15.361,21.938
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,11,428.0,86.083,0.701,0.841,0.943,0.566,29.089,20.731,23.344
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,12,381.0,93.598,0.909,-1.368,0.918,0.528,36.397,15.189,22.025
2024-03-26_14-12-22-903_MV540-H@xWyHvMbxwzDCYCHtB+sRAABk.bmp,top_right,void,13,54.0,36.006,0.976,-0.529,0.831,0.338,18.286,3.967,8.292
